"filename", "language", "JavaScript", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Client\ClientStyled.jsx", "JavaScript JSX", 0, 50, 0, 1, 51
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Clients\Clients.jsx", "JavaScript JSX", 0, 93, -36, 11, 68
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Clients\ClientsStyled.jsx", "JavaScript JSX", 0, 46, 0, 0, 46
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Employee\Employee.jsx", "JavaScript JSX", 0, 11, 1, -1, 11
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Employee\EmployeeStyled.jsx", "JavaScript JSX", 0, 10, 0, 0, 10
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Employees\Employees.jsx", "JavaScript JSX", 0, 21, 0, 3, 24
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Home\Home.jsx", "JavaScript JSX", 0, 84, 0, 4, 88
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Home\HomeStyled.jsx", "JavaScript JSX", 0, 57, 0, 1, 58
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Logins\Logins.jsx", "JavaScript JSX", 0, 21, 0, 3, 24
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Nps\Nps.jsx", "JavaScript JSX", 0, 86, 0, 5, 91
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Nps\NpsStyled.jsx", "JavaScript JSX", 0, 38, 0, 3, 41
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Plans\PlanStyled.jsx", "JavaScript JSX", 0, -7, 0, 0, -7
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Plans\Plans.jsx", "JavaScript JSX", 0, 9, -1, 1, 9
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Profile\Profile.jsx", "JavaScript JSX", 0, 28, 7, 2, 37
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\Profile\ProfileStyled.jsx", "JavaScript JSX", 0, 158, 0, 0, 158
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\SendNps\SendNps.jsx", "JavaScript JSX", 0, 95, 2, 12, 109
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\pages\SendNps\SendNpsStyled.jsx", "JavaScript JSX", 0, 109, 0, 2, 111
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\services\clientService.js", "JavaScript", 12, 0, -1, 0, 11
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\services\deletedClientsService.js", "JavaScript", 0, 0, -1, -1, -2
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\services\employeeService.js", "JavaScript", 0, 0, -1, -1, -2
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\services\loginService.js", "JavaScript", 0, 0, -1, -1, -2
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\services\ltvService.js", "JavaScript", 0, 0, -1, -1, -2
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\services\messageService.js", "JavaScript", 19, 0, 1, 3, 23
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\services\npsService.js", "JavaScript", 43, 0, 0, 7, 50
"c:\Users\DigitalMix3\Desktop\apis\mixconnect-front-text\src\services\planService.js", "JavaScript", 0, 0, -1, -1, -2
"Total", "-", 74, 1521, -28, 89, 1656
